company,dif,timestamp
BBVA,-1.88,15:52:33
CIE AUTOMOT.,-2.72,15:52:33
INDRA A,-1.25,15:52:46
ACCIONA,3.89,15:53:12
ACS,0.37,15:53:03
ALMIRALL,2.58,15:52:56
AMADEUS,0.51,15:51:19
BANKINTER,0.15,15:53:02
CAIXABANK,1.15,15:52:47
CELLNEX,2.66,15:52:56
ENAGAS,0.74,15:52:46
ENDESA,3.07,15:53:12
FERROVIAL,0.08,15:53:09
FLUIDRA,1.4,15:53:12
GRIFOLS CL.A,0.81,15:52:46
IAG,0.86,15:52:32
IBERDROLA,4.44,15:52:52
INDITEX,1.36,15:53:09
INM.COLONIAL,0.84,15:53:06
MAPFRE,1.29,15:51:25
MELIA HOTELS,0.75,15:50:24
MERLIN,0.09,15:53:00
NATURGY,3.42,15:53:08
PHARMA MAR,1.68,15:51:50
R.E.C.,2.24,15:53:12
REPSOL,2.61,15:52:27
ROVI,0.15,15:52:00
SIEMENS GAME,7.71,15:51:32
SOLARIA,6.66,15:53:06
TELEFONICA,1.15,15:52:33
ACERINOX,-1.5,15:51:08
AENA,-0.21,15:47:11
ARCELORMIT.,-2.91,15:53:06
B.SANTANDER,-1.19,15:53:00
BA.SABADELL,-0.27,15:51:38
BBVA,-1.8,15:53:10
CIE AUTOMOT.,-2.72,15:52:33
INDRA A,-1.25,15:52:46
ACCIONA,3.89,15:53:12
ACS,0.37,15:53:03
ALMIRALL,2.58,15:52:56
AMADEUS,0.51,15:51:19
BANKINTER,0.15,15:53:02
CAIXABANK,1.15,15:52:47
CELLNEX,2.66,15:52:56
ENAGAS,0.74,15:52:46
ENDESA,3.07,15:53:12
FERROVIAL,0.08,15:53:09
FLUIDRA,1.4,15:53:12
GRIFOLS CL.A,0.81,15:52:46
IAG,0.86,15:52:32
IBERDROLA,4.44,15:52:52
INDITEX,1.36,15:53:09
INM.COLONIAL,0.84,15:53:06
MAPFRE,1.29,15:51:25
MELIA HOTELS,0.75,15:50:24
MERLIN,0.09,15:53:00
NATURGY,3.42,15:53:08
PHARMA MAR,1.68,15:51:50
R.E.C.,2.24,15:53:12
REPSOL,2.61,15:52:27
ROVI,0.15,15:52:00
SIEMENS GAME,7.71,15:51:32
SOLARIA,6.66,15:53:06
TELEFONICA,1.15,15:52:33
ACERINOX,-1.5,15:51:08
AENA,-0.21,15:47:11
ARCELORMIT.,-2.91,15:53:06
B.SANTANDER,-1.19,15:53:00
BA.SABADELL,-0.27,15:51:38
BBVA,-1.8,15:53:10
CIE AUTOMOT.,-2.72,15:52:33
INDRA A,-1.25,15:52:46
ACCIONA,3.89,15:53:20
ACS,0.37,15:53:20
ALMIRALL,2.58,15:52:56
AMADEUS,0.51,15:51:19
BANKINTER,0.15,15:53:02
CAIXABANK,1.15,15:53:21
CELLNEX,2.66,15:52:56
ENAGAS,0.74,15:52:46
ENDESA,3.09,15:53:12
FERROVIAL,0.08,15:53:09
FLUIDRA,1.4,15:53:32
GRIFOLS CL.A,0.81,15:52:46
IAG,0.86,15:52:32
IBERDROLA,4.44,15:52:52
INDITEX,1.36,15:53:09
INM.COLONIAL,0.84,15:53:25
MAPFRE,1.29,15:51:25
MELIA HOTELS,0.75,15:50:24
MERLIN,0.09,15:53:00
NATURGY,3.5,15:53:24
PHARMA MAR,1.52,15:51:50
R.E.C.,2.24,15:53:12
REPSOL,2.65,15:52:27
ROVI,0.15,15:52:00
SIEMENS GAME,7.77,15:51:32
SOLARIA,6.57,15:53:06
TELEFONICA,1.15,15:53:24
ACERINOX,-1.62,15:53:18
AENA,-0.21,15:53:18
ARCELORMIT.,-2.91,15:53:06
B.SANTANDER,-1.19,15:53:24
BA.SABADELL,-0.27,15:51:38
BBVA,-1.82,15:53:18
CIE AUTOMOT.,-2.72,15:53:17
INDRA A,-1.25,15:53:20
ACCIONA,3.94,15:54:02
ACS,0.37,15:54:03
ALMIRALL,2.58,15:53:51
AMADEUS,0.54,15:53:49
BANKINTER,0.15,15:53:02
CAIXABANK,1.15,15:53:48
CELLNEX,2.75,15:53:56
ENAGAS,0.74,15:54:00
ENDESA,3.07,15:54:03
FERROVIAL,0.12,15:53:47
FLUIDRA,1.4,15:54:07
GRIFOLS CL.A,0.81,15:53:48
IAG,0.98,15:54:07
IBERDROLA,4.49,15:52:52
INDITEX,1.41,15:53:09
INM.COLONIAL,0.84,15:53:43
MAPFRE,1.29,15:53:48
MELIA HOTELS,0.83,15:50:24
MERLIN,0.09,15:53:47
NATURGY,3.53,15:53:56
PHARMA MAR,1.62,15:54:02
R.E.C.,2.22,15:53:48
REPSOL,2.53,15:53:47
ROVI,0.15,15:52:00
SIEMENS GAME,7.99,15:51:32
SOLARIA,6.52,15:53:57
TELEFONICA,1.15,15:53:24
ACERINOX,-1.54,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.16,15:53:34
B.SANTANDER,-1.16,15:54:00
BA.SABADELL,-0.24,15:53:50
BBVA,-1.73,15:53:59
CIE AUTOMOT.,-2.72,15:53:39
INDRA A,-1.19,15:54:07
ACCIONA,3.94,15:54:02
ACS,0.37,15:54:03
ALMIRALL,2.58,15:53:51
AMADEUS,0.54,15:53:49
BANKINTER,0.15,15:53:02
CAIXABANK,1.15,15:53:48
CELLNEX,2.75,15:53:56
ENAGAS,0.74,15:54:00
ENDESA,3.07,15:54:03
FERROVIAL,0.12,15:53:47
FLUIDRA,1.4,15:54:07
GRIFOLS CL.A,0.81,15:53:48
IAG,0.98,15:54:07
IBERDROLA,4.49,15:52:52
INDITEX,1.41,15:53:09
INM.COLONIAL,0.84,15:53:43
MAPFRE,1.29,15:53:48
MELIA HOTELS,0.83,15:50:24
MERLIN,0.09,15:53:47
NATURGY,3.53,15:53:56
PHARMA MAR,1.62,15:54:02
R.E.C.,2.22,15:53:48
REPSOL,2.53,15:53:47
ROVI,0.15,15:52:00
SIEMENS GAME,7.99,15:51:32
SOLARIA,6.52,15:53:57
TELEFONICA,1.15,15:53:24
ACERINOX,-1.54,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.16,15:53:34
B.SANTANDER,-1.16,15:54:00
BA.SABADELL,-0.24,15:53:50
BBVA,-1.73,15:53:59
CIE AUTOMOT.,-2.72,15:53:39
INDRA A,-1.19,15:54:07
ACCIONA,4.0,15:54:38
ACS,0.33,15:54:03
ALMIRALL,2.49,15:54:16
AMADEUS,0.54,15:53:49
BANKINTER,0.15,15:54:19
CAIXABANK,1.15,15:53:48
CELLNEX,2.75,15:54:30
ENAGAS,0.69,15:54:34
ENDESA,3.07,15:54:03
FERROVIAL,0.08,15:53:47
FLUIDRA,1.48,15:54:22
GRIFOLS CL.A,0.86,15:54:23
IAG,0.98,15:54:07
IBERDROLA,4.39,15:54:39
INDITEX,1.36,15:54:16
INM.COLONIAL,0.84,15:54:41
MAPFRE,1.29,15:54:10
MELIA HOTELS,0.83,15:54:26
MERLIN,0.09,15:54:35
NATURGY,3.53,15:54:28
PHARMA MAR,1.62,15:54:36
R.E.C.,2.22,15:54:34
REPSOL,2.44,15:53:47
ROVI,0.15,15:52:00
SIEMENS GAME,7.77,15:51:32
SOLARIA,6.52,15:53:57
TELEFONICA,1.13,15:53:24
ACERINOX,-1.54,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.28,15:54:31
B.SANTANDER,-1.16,15:54:34
BA.SABADELL,-0.24,15:53:50
BBVA,-1.67,15:54:13
CIE AUTOMOT.,-2.62,15:53:39
INDRA A,-1.19,15:54:31
ACCIONA,3.94,15:55:02
ACS,0.33,15:55:01
ALMIRALL,2.49,15:54:16
AMADEUS,0.57,15:53:49
BANKINTER,0.22,15:54:19
CAIXABANK,1.15,15:54:59
CELLNEX,2.75,15:54:30
ENAGAS,0.69,15:55:08
ENDESA,3.07,15:55:07
FERROVIAL,0.08,15:55:01
FLUIDRA,1.48,15:55:13
GRIFOLS CL.A,0.86,15:55:00
IAG,0.98,15:54:59
IBERDROLA,4.44,15:54:39
INDITEX,1.46,15:54:57
INM.COLONIAL,0.84,15:54:42
MAPFRE,1.29,15:54:10
MELIA HOTELS,0.9,15:54:26
MERLIN,0.09,15:54:35
NATURGY,3.53,15:55:02
PHARMA MAR,1.62,15:54:59
R.E.C.,2.22,15:55:10
REPSOL,2.53,15:53:47
ROVI,0.15,15:52:00
SIEMENS GAME,7.86,15:51:32
SOLARIA,6.62,15:54:44
TELEFONICA,1.15,15:53:24
ACERINOX,-1.58,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.28,15:54:31
B.SANTANDER,-1.1,15:54:57
BA.SABADELL,-0.22,15:53:50
BBVA,-1.6,15:55:11
CIE AUTOMOT.,-2.62,15:55:12
INDRA A,-1.19,15:55:11
ACCIONA,3.94,15:55:20
ACS,0.33,15:55:01
ALMIRALL,2.49,15:55:31
AMADEUS,0.61,15:53:49
BANKINTER,0.22,15:54:19
CAIXABANK,1.18,15:55:47
CELLNEX,2.77,15:55:35
ENAGAS,0.69,15:55:47
ENDESA,3.12,15:55:31
FERROVIAL,0.08,15:55:01
FLUIDRA,1.48,15:55:29
GRIFOLS CL.A,1.04,15:55:43
IAG,1.01,15:55:31
IBERDROLA,4.44,15:54:39
INDITEX,1.46,15:54:57
INM.COLONIAL,0.84,15:55:48
MAPFRE,1.18,15:54:10
MELIA HOTELS,0.9,15:54:26
MERLIN,0.09,15:55:47
NATURGY,3.53,15:55:42
PHARMA MAR,1.62,15:55:40
R.E.C.,2.22,15:55:42
REPSOL,2.4,15:55:39
ROVI,0.15,15:52:00
SIEMENS GAME,7.83,15:55:48
SOLARIA,6.66,15:54:44
TELEFONICA,1.17,15:53:24
ACERINOX,-1.58,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.04,15:54:31
B.SANTANDER,-1.11,15:55:47
BA.SABADELL,-0.22,15:53:50
BBVA,-1.58,15:55:45
CIE AUTOMOT.,-2.62,15:55:35
INDRA A,-1.19,15:55:34
ACCIONA,3.94,15:55:20
ACS,0.33,15:55:01
ALMIRALL,2.49,15:55:31
AMADEUS,0.61,15:53:49
BANKINTER,0.22,15:54:19
CAIXABANK,1.18,15:55:47
CELLNEX,2.77,15:55:35
ENAGAS,0.69,15:55:47
ENDESA,3.12,15:55:31
FERROVIAL,0.08,15:55:01
FLUIDRA,1.48,15:55:29
GRIFOLS CL.A,1.04,15:55:43
IAG,1.01,15:55:31
IBERDROLA,4.44,15:54:39
INDITEX,1.46,15:54:57
INM.COLONIAL,0.84,15:55:48
MAPFRE,1.18,15:54:10
MELIA HOTELS,0.9,15:54:26
MERLIN,0.09,15:55:47
NATURGY,3.53,15:55:42
PHARMA MAR,1.62,15:55:40
R.E.C.,2.22,15:55:42
REPSOL,2.4,15:55:39
ROVI,0.15,15:52:00
SIEMENS GAME,7.83,15:55:48
SOLARIA,6.66,15:54:44
TELEFONICA,1.17,15:53:24
ACERINOX,-1.58,15:53:48
AENA,-0.21,15:53:57
ARCELORMIT.,-3.04,15:54:31
B.SANTANDER,-1.11,15:55:47
BA.SABADELL,-0.22,15:53:50
BBVA,-1.58,15:55:45
CIE AUTOMOT.,-2.62,15:55:35
INDRA A,-1.19,15:55:34
ACCIONA,3.94,15:56:12
ACS,0.29,15:55:53
ALMIRALL,2.49,15:56:17
AMADEUS,0.57,15:55:56
BANKINTER,0.19,15:54:19
CAIXABANK,1.15,15:55:55
CELLNEX,2.71,15:56:16
ENAGAS,0.79,15:56:05
ENDESA,3.12,15:56:21
FERROVIAL,0.04,15:55:57
FLUIDRA,1.48,15:56:21
GRIFOLS CL.A,0.98,15:56:21
IAG,0.89,15:56:13
IBERDROLA,4.44,15:55:55
INDITEX,1.51,15:56:13
INM.COLONIAL,0.78,15:56:09
MAPFRE,1.18,15:55:49
MELIA HOTELS,0.9,15:54:26
MERLIN,0.09,15:56:19
NATURGY,3.53,15:56:09
PHARMA MAR,1.62,15:56:22
R.E.C.,2.33,15:56:22
REPSOL,2.4,15:55:55
ROVI,0.15,15:55:55
SIEMENS GAME,7.83,15:55:48
SOLARIA,6.57,15:54:44
TELEFONICA,1.17,15:53:24
ACERINOX,-1.52,15:53:48
AENA,-0.17,15:53:57
ARCELORMIT.,-3.13,15:56:02
B.SANTANDER,-1.16,15:56:05
BA.SABADELL,-0.27,15:53:50
BBVA,-1.62,15:56:07
CIE AUTOMOT.,-2.82,15:55:55
INDRA A,-1.3,15:56:02
ACCIONA,3.94,15:56:30
ACS,0.29,15:56:40
ALMIRALL,2.49,15:56:39
AMADEUS,0.57,15:56:49
BANKINTER,0.15,15:54:19
CAIXABANK,1.15,15:55:55
CELLNEX,2.68,15:56:16
ENAGAS,0.79,15:56:54
ENDESA,3.04,15:56:53
FERROVIAL,0.04,15:56:30
FLUIDRA,1.4,15:56:54
GRIFOLS CL.A,0.98,15:56:21
IAG,0.86,15:56:42
IBERDROLA,4.44,15:55:55
INDITEX,1.56,15:56:13
INM.COLONIAL,0.78,15:56:53
MAPFRE,1.18,15:56:36
MELIA HOTELS,0.9,15:56:26
MERLIN,0.09,15:56:19
NATURGY,3.53,15:56:51
PHARMA MAR,1.62,15:56:53
R.E.C.,2.33,15:56:51
REPSOL,2.4,15:56:43
ROVI,0.15,15:55:55
SIEMENS GAME,7.83,15:55:48
SOLARIA,6.57,15:54:44
TELEFONICA,1.13,15:53:24
ACERINOX,-1.54,15:53:48
AENA,-0.27,15:53:57
ARCELORMIT.,-3.13,15:56:02
B.SANTANDER,-1.19,15:56:41
BA.SABADELL,-0.27,15:53:50
BBVA,-1.63,15:56:37
CIE AUTOMOT.,-2.82,15:56:44
INDRA A,-1.3,15:56:34
ACCIONA,3.83,15:57:14
ACS,0.33,15:57:25
ALMIRALL,2.49,15:57:19
AMADEUS,0.51,15:54:19
BANKINTER,0.15,15:57:09
CAIXABANK,1.12,15:56:16
CELLNEX,2.64,15:57:19
ENAGAS,0.79,15:57:14
ENDESA,2.91,15:57:13
FLUIDRA,1.4,15:57:13
GRIFOLS CL.A,0.98,15:57:10
IAG,0.8,15:57:11
IBERDROLA,4.24,15:57:11
INDITEX,1.41,15:56:13
INM.COLONIAL,0.72,15:57:20
MAPFRE,1.24,15:57:10
MELIA HOTELS,0.83,15:56:26
NATURGY,3.35,15:56:19
PHARMA MAR,1.62,15:57:18
R.E.C.,2.3,15:57:25
REPSOL,2.53,15:57:24
ROVI,0.15,15:57:11
SIEMENS GAME,7.58,15:57:10
SOLARIA,6.57,15:57:13
TELEFONICA,1.13,15:57:10
ACERINOX,-1.5,15:57:27
AENA,-0.31,15:57:22
ARCELORMIT.,-3.13,15:56:59
B.SANTANDER,-1.22,15:57:27
BA.SABADELL,-0.32,15:57:08
BBVA,-1.67,15:53:50
CIE AUTOMOT.,-2.82,15:57:26
INDRA A,-1.25,15:56:44
MERLIN,-0.09,15:57:26
ACCIONA,3.83,15:57:14
ACS,0.33,15:57:25
ALMIRALL,2.49,15:57:19
AMADEUS,0.51,15:54:19
BANKINTER,0.15,15:57:09
CAIXABANK,1.12,15:56:16
CELLNEX,2.64,15:57:19
ENAGAS,0.79,15:57:14
ENDESA,2.91,15:57:13
FLUIDRA,1.4,15:57:13
GRIFOLS CL.A,0.98,15:57:10
IAG,0.8,15:57:11
IBERDROLA,4.24,15:57:11
INDITEX,1.41,15:56:13
INM.COLONIAL,0.72,15:57:20
MAPFRE,1.24,15:57:10
MELIA HOTELS,0.83,15:56:26
NATURGY,3.35,15:56:19
PHARMA MAR,1.62,15:57:18
R.E.C.,2.3,15:57:25
REPSOL,2.53,15:57:24
ROVI,0.15,15:57:11
SIEMENS GAME,7.58,15:57:10
SOLARIA,6.57,15:57:13
TELEFONICA,1.13,15:57:10
ACERINOX,-1.5,15:57:27
AENA,-0.31,15:57:22
ARCELORMIT.,-3.13,15:56:59
B.SANTANDER,-1.22,15:57:27
BA.SABADELL,-0.32,15:57:08
BBVA,-1.67,15:53:50
CIE AUTOMOT.,-2.82,15:57:26
INDRA A,-1.25,15:56:44
MERLIN,-0.09,15:57:26
ACCIONA,3.83,15:57:14
ACS,0.33,15:57:25
ALMIRALL,2.49,15:57:19
AMADEUS,0.51,15:54:19
BANKINTER,0.11,15:57:09
CAIXABANK,1.05,15:56:16
CELLNEX,2.71,15:57:32
ENAGAS,0.79,15:57:28
ENDESA,2.94,15:57:28
FLUIDRA,1.4,15:57:13
GRIFOLS CL.A,0.98,15:57:28
IAG,0.77,15:57:28
IBERDROLA,4.19,15:57:11
INDITEX,1.41,15:56:13
INM.COLONIAL,0.72,15:57:31
MAPFRE,1.18,15:57:10
MELIA HOTELS,0.83,15:56:26
NATURGY,3.35,15:56:19
PHARMA MAR,1.62,15:57:31
R.E.C.,2.3,15:57:27
REPSOL,2.44,15:57:24
ROVI,0.15,15:57:11
SIEMENS GAME,7.58,15:57:10
SOLARIA,6.57,15:57:28
TELEFONICA,1.13,15:57:10
ACERINOX,-1.5,15:57:27
AENA,-0.31,15:57:22
ARCELORMIT.,-3.13,15:56:59
B.SANTANDER,-1.24,15:57:27
BA.SABADELL,-0.35,15:57:28
BBVA,-1.67,15:53:50
CIE AUTOMOT.,-2.82,15:57:26
INDRA A,-1.25,15:56:44
MERLIN,-0.09,15:57:26
ACCIONA,3.83,15:57:14
ACS,0.33,15:57:35
ALMIRALL,2.49,15:57:19
AMADEUS,0.51,15:54:19
BANKINTER,0.11,15:57:09
CAIXABANK,1.08,15:57:59
CELLNEX,2.71,15:57:51
ENAGAS,0.79,15:57:45
ENDESA,2.94,15:57:43
FLUIDRA,1.4,15:57:44
GRIFOLS CL.A,0.98,15:57:51
IAG,0.77,15:57:28
IBERDROLA,4.29,15:57:11
INDITEX,1.51,15:56:13
INM.COLONIAL,0.72,15:57:52
MAPFRE,1.18,15:58:01
MELIA HOTELS,0.75,15:56:26
NATURGY,3.35,15:56:19
PHARMA MAR,1.62,15:57:57
R.E.C.,2.3,15:58:02
REPSOL,2.44,15:57:50
ROVI,0.15,15:58:01
SIEMENS GAME,7.46,15:57:10
SOLARIA,6.57,15:57:28
TELEFONICA,1.1,15:57:38
ACERINOX,-1.5,15:57:53
AENA,-0.31,15:57:22
ARCELORMIT.,-3.02,15:56:59
B.SANTANDER,-1.19,15:57:27
BA.SABADELL,-0.24,15:57:28
BBVA,-1.73,15:53:50
CIE AUTOMOT.,-2.82,15:57:50
FERROVIAL,-0.04,15:56:44
INDRA A,-1.19,15:57:43
ACCIONA,3.83,15:57:14
ACS,0.33,15:57:35
ALMIRALL,2.49,15:57:19
AMADEUS,0.51,15:54:19
BANKINTER,0.11,15:57:09
CAIXABANK,1.08,15:57:59
CELLNEX,2.71,15:57:51
ENAGAS,0.79,15:57:45
ENDESA,2.94,15:57:43
FLUIDRA,1.4,15:57:44
GRIFOLS CL.A,0.98,15:57:51
IAG,0.77,15:57:28
IBERDROLA,4.29,15:57:11
INDITEX,1.51,15:56:13
INM.COLONIAL,0.72,15:57:52
MAPFRE,1.18,15:58:01
MELIA HOTELS,0.75,15:56:26
NATURGY,3.35,15:56:19
PHARMA MAR,1.62,15:57:57
R.E.C.,2.3,15:58:02
REPSOL,2.44,15:57:50
ROVI,0.15,15:58:01
SIEMENS GAME,7.46,15:57:10
SOLARIA,6.57,15:57:28
TELEFONICA,1.1,15:57:38
ACERINOX,-1.5,15:57:53
AENA,-0.31,15:57:22
ARCELORMIT.,-3.02,15:56:59
B.SANTANDER,-1.19,15:57:27
BA.SABADELL,-0.24,15:57:28
BBVA,-1.73,15:53:50
CIE AUTOMOT.,-2.82,15:57:50
FERROVIAL,-0.04,15:56:44
INDRA A,-1.19,15:57:43
ACCIONA,3.77,15:58:37
ACS,0.29,15:58:23
ALMIRALL,2.75,15:58:37
AMADEUS,0.57,15:58:19
BANKINTER,0.19,15:57:59
CAIXABANK,1.21,15:58:27
CELLNEX,2.71,15:58:27
ENAGAS,0.74,15:58:21
ENDESA,2.96,15:58:31
FLUIDRA,1.48,15:58:32
GRIFOLS CL.A,1.09,15:57:28
IAG,0.83,15:58:10
IBERDROLA,4.29,15:58:32
INDITEX,1.51,15:58:17
INM.COLONIAL,0.72,15:58:20
MAPFRE,1.18,15:58:27
MELIA HOTELS,0.68,15:58:26
NATURGY,3.38,15:58:36
PHARMA MAR,1.65,15:58:29
R.E.C.,2.38,15:58:27
REPSOL,2.48,15:58:27
ROVI,0.74,15:57:10
SIEMENS GAME,7.55,15:58:17
SOLARIA,6.52,15:58:30
TELEFONICA,1.19,15:57:53
ACERINOX,-1.46,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-3.02,15:58:31
B.SANTANDER,-1.16,15:58:31
BA.SABADELL,-0.24,15:58:24
BBVA,-1.65,15:58:25
CIE AUTOMOT.,-2.82,15:58:31
INDRA A,-1.3,15:58:30
ACCIONA,3.77,15:59:07
ACS,0.33,15:58:23
ALMIRALL,2.84,15:59:07
AMADEUS,0.57,15:58:19
BANKINTER,0.22,15:59:07
CAIXABANK,1.24,15:59:04
CELLNEX,2.71,15:59:02
ENAGAS,0.74,15:58:58
ENDESA,2.96,15:59:07
FLUIDRA,1.48,15:59:00
GRIFOLS CL.A,1.18,15:57:28
IAG,0.83,15:58:10
IBERDROLA,4.29,15:58:32
INDITEX,1.51,15:59:02
INM.COLONIAL,0.72,15:59:06
MAPFRE,1.18,15:58:27
MELIA HOTELS,0.68,15:59:02
NATURGY,3.38,15:59:04
PHARMA MAR,1.65,15:58:29
R.E.C.,2.41,15:58:27
REPSOL,2.48,15:58:27
ROVI,0.74,15:57:10
SIEMENS GAME,7.58,15:58:41
SOLARIA,6.52,15:58:30
TELEFONICA,1.15,15:57:53
ACERINOX,-1.46,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-3.06,15:59:02
B.SANTANDER,-1.13,15:58:31
BA.SABADELL,-0.22,15:58:24
BBVA,-1.69,15:58:54
CIE AUTOMOT.,-2.82,15:59:08
INDRA A,-1.3,15:59:08
ACCIONA,3.83,15:59:42
ACS,0.41,15:58:23
ALMIRALL,2.84,15:59:07
AMADEUS,0.74,15:59:41
BANKINTER,0.22,15:59:31
CAIXABANK,1.24,15:59:42
CELLNEX,2.73,15:59:16
ENAGAS,0.74,15:59:20
ENDESA,2.99,15:59:16
FLUIDRA,1.55,15:59:00
GRIFOLS CL.A,1.27,15:59:16
IAG,0.86,15:59:31
IBERDROLA,4.29,15:59:16
INDITEX,1.56,15:59:35
INM.COLONIAL,0.78,15:59:06
MAPFRE,1.18,15:59:16
MELIA HOTELS,0.68,15:59:39
NATURGY,3.38,15:59:32
PHARMA MAR,1.65,15:59:30
R.E.C.,2.41,15:59:20
REPSOL,2.48,15:58:27
ROVI,0.74,15:59:39
SIEMENS GAME,7.61,15:59:32
SOLARIA,6.38,15:58:30
TELEFONICA,1.19,15:57:53
ACERINOX,-1.38,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-2.97,15:59:02
B.SANTANDER,-1.13,15:59:10
BA.SABADELL,-0.16,15:58:24
BBVA,-1.65,15:59:32
CIE AUTOMOT.,-2.82,15:59:29
INDRA A,-1.3,15:59:40
ACCIONA,3.83,15:59:42
ACS,0.41,15:58:23
ALMIRALL,2.84,15:59:07
AMADEUS,0.74,15:59:41
BANKINTER,0.22,15:59:31
CAIXABANK,1.24,15:59:42
CELLNEX,2.73,15:59:16
ENAGAS,0.74,15:59:20
ENDESA,2.99,15:59:16
FLUIDRA,1.55,15:59:00
GRIFOLS CL.A,1.27,15:59:16
IAG,0.86,15:59:31
IBERDROLA,4.29,15:59:16
INDITEX,1.56,15:59:35
INM.COLONIAL,0.78,15:59:06
MAPFRE,1.18,15:59:16
MELIA HOTELS,0.68,15:59:39
NATURGY,3.38,15:59:32
PHARMA MAR,1.65,15:59:30
R.E.C.,2.41,15:59:20
REPSOL,2.48,15:58:27
ROVI,0.74,15:59:39
SIEMENS GAME,7.61,15:59:32
SOLARIA,6.38,15:58:30
TELEFONICA,1.19,15:57:53
ACERINOX,-1.38,15:58:21
AENA,-0.27,15:58:15
ARCELORMIT.,-2.97,15:59:02
B.SANTANDER,-1.13,15:59:10
BA.SABADELL,-0.16,15:58:24
BBVA,-1.65,15:59:32
CIE AUTOMOT.,-2.82,15:59:29
INDRA A,-1.3,15:59:40
ACCIONA,3.94,16:00:01
ACS,0.41,15:59:59
ALMIRALL,2.84,15:59:43
AMADEUS,0.74,15:59:07
BANKINTER,0.22,15:59:41
CAIXABANK,1.21,16:00:07
CELLNEX,2.75,16:00:15
ENAGAS,0.74,16:00:07
ENDESA,2.96,16:00:12
FLUIDRA,1.63,16:00:16
GRIFOLS CL.A,1.32,16:00:09
IAG,0.77,16:00:02
IBERDROLA,4.24,15:59:45
INDITEX,1.61,15:59:16
INM.COLONIAL,0.78,16:00:11
MAPFRE,1.24,16:00:10
MELIA HOTELS,0.83,15:59:45
NATURGY,3.38,16:00:02
PHARMA MAR,1.84,16:00:15
R.E.C.,2.41,16:00:17
REPSOL,2.48,16:00:16
ROVI,0.66,15:58:27
SIEMENS GAME,7.71,15:59:39
SOLARIA,6.38,15:59:43
TELEFONICA,1.15,15:59:44
ACERINOX,-1.44,15:57:53
AENA,-0.24,15:58:21
ARCELORMIT.,-2.99,16:00:17
B.SANTANDER,-1.16,15:59:02
BA.SABADELL,-0.27,16:00:16
BBVA,-1.65,15:59:49
CIE AUTOMOT.,-2.62,16:00:03
FERROVIAL,-0.08,15:59:29
INDRA A,-1.3,16:00:04
ACCIONA,3.83,16:00:26
ACS,0.45,16:00:50
ALMIRALL,2.92,16:00:25
AMADEUS,0.84,16:00:21
BANKINTER,0.3,16:00:50
CAIXABANK,1.18,16:00:07
CELLNEX,2.75,16:00:51
ENAGAS,0.79,16:00:51
ENDESA,3.01,16:00:50
FLUIDRA,1.71,16:00:53
GRIFOLS CL.A,1.47,16:00:50
IAG,0.77,16:00:47
IBERDROLA,4.24,15:59:45
INDITEX,1.66,16:00:44
INM.COLONIAL,0.78,16:00:51
MAPFRE,1.24,16:00:50
MELIA HOTELS,0.83,16:00:38
NATURGY,3.57,16:00:51
PHARMA MAR,1.92,16:00:45
R.E.C.,2.54,16:00:49
REPSOL,2.57,16:00:50
ROVI,0.66,16:00:33
SIEMENS GAME,7.86,15:59:39
SOLARIA,6.52,15:59:43
TELEFONICA,1.24,15:59:44
ACERINOX,-1.38,16:00:24
AENA,-0.31,16:00:36
ARCELORMIT.,-2.99,16:00:24
B.SANTANDER,-1.1,16:00:40
BA.SABADELL,-0.16,16:00:50
BBVA,-1.62,15:59:49
CIE AUTOMOT.,-2.62,16:00:50
FERROVIAL,-0.04,16:00:40
INDRA A,-1.04,16:00:50
ACCIONA,3.72,16:01:06
ACS,0.37,16:01:09
ALMIRALL,3.09,16:00:25
AMADEUS,0.78,16:01:10
BANKINTER,0.26,16:01:11
CAIXABANK,1.08,16:01:14
CELLNEX,2.75,16:01:22
ENAGAS,0.79,16:01:30
ENDESA,2.99,16:00:57
FLUIDRA,1.55,16:01:19
GRIFOLS CL.A,1.47,16:01:19
IAG,0.65,16:01:26
IBERDROLA,3.99,16:01:25
INDITEX,1.56,16:01:13
INM.COLONIAL,0.78,16:01:28
MAPFRE,1.24,16:01:09
MELIA HOTELS,0.83,16:01:13
NATURGY,3.57,16:01:04
PHARMA MAR,1.92,16:01:30
R.E.C.,2.51,16:01:15
REPSOL,2.61,16:01:00
ROVI,0.66,16:00:33
SIEMENS GAME,7.64,15:59:39
SOLARIA,6.1,15:59:43
TELEFONICA,1.26,15:59:44
ACERINOX,-1.38,16:01:20
AENA,-0.31,16:01:05
ARCELORMIT.,-3.02,16:00:24
B.SANTANDER,-1.24,16:01:04
BA.SABADELL,-0.3,16:01:31
BBVA,-1.71,15:59:49
CIE AUTOMOT.,-2.62,16:01:17
